timestamp,open,high,low,close,volume
1997-01-01,685.8400268554688,685.8400268554688,685.8400268554688,685.8400268554688,1.0
1997-02-01,685.8400268554688,685.8400268554688,676.530029296875,676.530029296875,1.0
1997-03-01,676.530029296875,677.3400268554688,676.530029296875,677.3400268554688,1.0
1997-04-01,677.3400268554688,703.22998046875,677.3400268554688,703.22998046875,1.0
1997-05-01,703.22998046875,746.3599853515625,703.22998046875,746.3599853515625,1.0
1997-06-01,746.3599853515625,746.3599853515625,745.4000244140625,745.4000244140625,1.0
1997-07-01,745.4000244140625,745.4000244140625,726.1199951171875,726.1199951171875,1.0
1997-08-01,726.1199951171875,726.1199951171875,704.27001953125,704.27001953125,1.0
1997-09-01,704.27001953125,704.27001953125,647.1099853515625,647.1099853515625,1.0
1997-10-01,647.1099853515625,647.1099853515625,470.7900085449219,470.7900085449219,1.0
1997-11-01,470.7900085449219,470.7900085449219,411.9100036621094,411.9100036621094,1.0
1997-12-01,411.9100036621094,411.9100036621094,375.1499938964844,375.1499938964844,1.0
1998-01-01,375.1499938964844,558.3300170898438,375.1499938964844,558.3300170898438,1.0
1998-02-01,558.3300170898438,558.3300170898438,548.4199829101562,548.4199829101562,1.0
1998-03-01,548.4199829101562,548.4199829101562,481.0400085449219,481.0400085449219,1.0
1998-04-01,481.0400085449219,481.0400085449219,421.2200012207031,421.2200012207031,1.0
1998-05-01,421.2200012207031,421.2200012207031,336.6300048828125,336.6300048828125,1.0
1998-06-01,336.6300048828125,336.6300048828125,297.8800048828125,297.8800048828125,1.0
1998-07-01,297.8800048828125,343.3299865722656,297.8800048828125,343.3299865722656,1.0
1998-08-01,343.3299865722656,343.3299865722656,310.1600036621094,310.1600036621094,1.0
1998-09-01,310.1600036621094,310.32000732421875,310.1600036621094,310.32000732421875,1.0
1998-10-01,310.32000732421875,384.75,310.32000732421875,384.75,1.0
1998-11-01,384.75,451.8800048828125,384.75,451.8800048828125,1.0
1998-12-01,451.8800048828125,562.4600219726562,451.8800048828125,562.4600219726562,1.0
1999-01-01,562.4600219726562,571.4299926757812,562.4600219726562,571.4299926757812,1.0
1999-02-01,571.4299926757812,571.4299926757812,520.0599975585938,520.0599975585938,1.0
1999-03-01,520.0599975585938,618.97998046875,520.0599975585938,618.97998046875,1.0
1999-04-01,618.97998046875,752.5900268554688,618.97998046875,752.5900268554688,1.0
1999-05-01,752.5900268554688,752.5900268554688,736.02001953125,736.02001953125,1.0
1999-06-01,736.02001953125,883.0,736.02001953125,883.0,1.0
1999-07-01,883.0,969.719970703125,883.0,969.719970703125,1.0
1999-08-01,969.719970703125,969.719970703125,937.8800048828125,937.8800048828125,1.0
1999-09-01,937.8800048828125,937.8800048828125,836.1799926757812,836.1799926757812,1.0
1999-10-01,836.1799926757812,836.1799926757812,833.510009765625,833.510009765625,1.0
1999-11-01,833.510009765625,996.6599731445312,833.510009765625,996.6599731445312,1.0
1999-12-01,996.6599731445312,1028.0699462890625,996.6599731445312,1028.0699462890625,1.0
2000-01-01,1028.0699462890625,1028.0699462890625,943.8800048828125,943.8800048828125,1.0
2000-02-01,943.8800048828125,943.8800048828125,828.3800048828125,828.3800048828125,1.0
2000-03-01,828.3800048828125,860.9400024414062,828.3800048828125,860.9400024414062,1.0
2000-04-01,860.9400024414062,860.9400024414062,725.3900146484375,725.3900146484375,1.0
2000-05-01,725.3900146484375,731.8800048828125,725.3900146484375,731.8800048828125,1.0
2000-06-01,731.8800048828125,821.219970703125,731.8800048828125,821.219970703125,1.0
2000-07-01,821.219970703125,821.219970703125,705.969970703125,705.969970703125,1.0
2000-08-01,705.969970703125,705.969970703125,688.6199951171875,688.6199951171875,1.0
2000-09-01,688.6199951171875,688.6199951171875,613.219970703125,613.219970703125,1.0
2000-10-01,613.219970703125,613.219970703125,514.47998046875,514.47998046875,1.0
2000-11-01,514.47998046875,514.47998046875,509.2300109863281,509.2300109863281,1.0
2000-12-01,509.2300109863281,509.2300109863281,504.6199951171875,504.6199951171875,1.0
2001-01-01,504.6199951171875,617.9099731445312,504.6199951171875,617.9099731445312,1.0
2001-02-01,617.9099731445312,617.9099731445312,578.0999755859375,578.0999755859375,1.0
2001-03-01,578.0999755859375,578.0999755859375,523.219970703125,523.219970703125,1.0
2001-04-01,523.219970703125,577.3599853515625,523.219970703125,577.3599853515625,1.0
2001-05-01,577.3599853515625,612.1599731445312,577.3599853515625,612.1599731445312,1.0
2001-06-01,612.1599731445312,612.1599731445312,595.1300048828125,595.1300048828125,1.0
2001-07-01,595.1300048828125,595.1300048828125,541.5499877929688,541.5499877929688,1.0
2001-08-01,541.5499877929688,545.1099853515625,541.5499877929688,545.1099853515625,1.0
2001-09-01,545.1099853515625,545.1099853515625,479.67999267578125,479.67999267578125,1.0
2001-10-01,479.67999267578125,537.8099975585938,479.67999267578125,537.8099975585938,1.0
2001-11-01,537.8099975585938,643.8900146484375,537.8099975585938,643.8900146484375,1.0
2001-12-01,643.8900146484375,693.7000122070312,643.8900146484375,693.7000122070312,1.0
2002-01-01,693.7000122070312,748.0700073242188,693.7000122070312,748.0700073242188,1.0
2002-02-01,748.0700073242188,819.989990234375,748.0700073242188,819.989990234375,1.0
2002-03-01,819.989990234375,895.5800170898438,819.989990234375,895.5800170898438,1.0
2002-04-01,895.5800170898438,895.5800170898438,842.3400268554688,842.3400268554688,1.0
2002-05-01,842.3400268554688,842.3400268554688,796.4000244140625,796.4000244140625,1.0
2002-06-01,796.4000244140625,796.4000244140625,742.719970703125,742.719970703125,1.0
2002-07-01,742.719970703125,742.719970703125,717.989990234375,717.989990234375,1.0
2002-08-01,717.989990234375,736.4000244140625,717.989990234375,736.4000244140625,1.0
2002-09-01,736.4000244140625,736.4000244140625,646.4199829101562,646.4199829101562,1.0
2002-10-01,646.4199829101562,658.9199829101562,646.4199829101562,658.9199829101562,1.0
2002-11-01,658.9199829101562,724.7999877929688,658.9199829101562,724.7999877929688,1.0
2002-12-01,724.7999877929688,724.7999877929688,627.5499877929688,627.5499877929688,1.0
2003-01-01,627.5499877929688,627.5499877929688,591.8599853515625,591.8599853515625,1.0
2003-02-01,591.8599853515625,591.8599853515625,575.4299926757812,575.4299926757812,1.0
2003-03-01,575.4299926757812,575.4299926757812,535.7000122070312,535.7000122070312,1.0
2003-04-01,535.7000122070312,599.3499755859375,535.7000122070312,599.3499755859375,1.0
2003-05-01,599.3499755859375,633.4199829101562,599.3499755859375,633.4199829101562,1.0
2003-06-01,633.4199829101562,669.9299926757812,633.4199829101562,669.9299926757812,1.0
2003-07-01,669.9299926757812,713.52001953125,669.9299926757812,713.52001953125,1.0
2003-08-01,713.52001953125,759.469970703125,713.52001953125,759.469970703125,1.0
2003-09-01,759.469970703125,759.469970703125,697.52001953125,697.52001953125,1.0
2003-10-01,697.52001953125,782.3599853515625,697.52001953125,782.3599853515625,1.0
2003-11-01,782.3599853515625,796.1799926757812,782.3599853515625,796.1799926757812,1.0
2003-12-01,796.1799926757812,810.7100219726562,796.1799926757812,810.7100219726562,1.0
2004-01-01,810.7100219726562,848.5,810.7100219726562,848.5,1.0
